materials,property,E,E_tet,E_oct,A,B,C,Cation,Metal,Anion,U,ELN_A,ELN_B,ELN_X,DELNAX,DELNBX,R_AX,R_BX,U_emp,E_site,oxidation_state,E_metal,OCV
LiPr2Se4,0.15842742,-285.1206522,-280.0907416,-279.9323141,12.0812918,12.0812918,12.0812918,0.76,0.99,1.98,0.378231256,0.98,1.13,2.55,2.4649,2.0164,2.74,2.97,0.380438318,0.15842742,1,-1.906,3.12391062
NaPr2Se4,0.16927182,-280.3420694,-275.9095971,-275.9195035,12.41594701,12.41594701,12.41594701,1.02,0.99,1.98,0.385071761,0.93,1.13,2.55,2.6244,2.0164,3,2.97,0.388417079,-0.00990645,1,-1.315,3.11747229
KPr2Se4,0.27481947,-279.0709001,-274.735921,-274.8844055,12.80800352,12.80800352,12.80800352,1.38,0.99,1.98,0.392317858,0.82,1.13,2.55,2.9929,2.0164,3.36,2.97,0.396788186,-0.14848451,1,-1.09375,3.24122907
MgPr2Se4,0.3056939,-292.0598925,-286.2088269,-285.9062156,12.05577146,12.05577146,12.05577146,0.72,0.99,1.98,0.377126758,1.31,1.13,2.55,1.5376,2.0164,2.7,2.97,0.378990127,0.30261129,2,-1.595,2.128032785
CaPr2Se4,0.49628797,-307.2355245,-299.1741355,-299.4122136,12.38522869,12.38522869,12.38522869,0.99,0.99,1.98,0.383337466,1,1.13,2.55,2.4025,2.0164,2.97,2.97,0.3876,-0.2380781,2,-2,3.03069451
AlPr2Se4,0.98308399,-299.3685427,-295.417979,-294.6310095,11.77422877,11.77422877,11.77422877,0.53,0.99,1.98,0.369825581,1.61,1.13,2.55,0.8836,2.0164,2.51,2.97,0.370887402,0.7869695,3,-3.75,0.06685458
LiNd2Se4,0.14775767,-285.4965887,-280.4631986,-280.3200108,11.99531883,11.99531883,11.99531883,0.76,0.98,1.98,0.3784491,0.98,1.14,2.55,2.4649,1.9881,2.74,2.96,0.380710866,0.14318784,1,-1.906,3.12739005
NaNd2Se4,0.18442116,-280.4928635,-276.0952662,-276.1196642,12.33941266,12.33941266,12.33941266,1.02,0.98,1.98,0.385336867,0.93,1.14,2.55,2.6244,1.9881,3,2.96,0.388695343,-0.024398,1,-1.315,3.0825973
KNd2Se4,0.29466406,-278.9494165,-274.6680899,-274.8348022,12.7265738,12.7265738,12.7265738,1.38,0.98,1.98,0.392622987,0.82,1.14,2.55,2.9929,1.9881,3.36,2.96,0.397072447,-0.16671233,1,-1.09375,3.18757661
MgNd2Se4,0.30952296,-292.3590088,-286.5088415,-286.2295242,11.98649239,11.98649239,11.98649239,0.72,0.98,1.98,0.377559888,1.31,1.14,2.55,1.5376,1.9881,2.7,2.96,0.379261637,0.27931735,2,-1.595,2.127583665
CaNd2Se4,0.5223341,-307.276989,-299.237782,-299.5073792,12.31844946,12.31844946,12.31844946,0.99,0.98,1.98,0.383750076,1,1.14,2.55,2.4025,1.9881,2.97,2.96,0.387877678,-0.26959726,2,-2,3.0196035
AlNd2Se4,0.96112154,-299.3503245,-295.5346368,-294.8044746,11.71050579,11.71050579,11.71050579,0.53,0.98,1.98,0.370456623,1.61,1.14,2.55,0.8836,1.9881,2.51,2.96,0.371153107,0.73016216,3,-3.75,0.021895903
LiSm2Se4,0.14679115,-285.5005337,-280.4675795,-280.3488363,11.85666114,11.85666114,11.85666114,0.76,0.95,1.98,0.378741256,0.98,1.17,2.55,2.4649,1.9044,2.74,2.93,0.38154673,0.11874321,1,-1.906,3.12695415
NaSm2Se4,0.20974042,-280.1006482,-275.7423845,-275.7940796,12.20992134,12.20992134,12.20992134,1.02,0.95,1.98,0.385773249,0.93,1.17,2.55,2.6244,1.9044,3,2.93,0.389548738,-0.05169506,1,-1.315,3.04326368
KSm2Se4,0.30515268,-278.0713163,-273.8743524,-274.0696156,12.59990392,12.59990392,12.59990392,1.38,0.95,1.98,0.393098745,0.82,1.17,2.55,2.9929,1.9044,3.36,2.93,0.397944234,-0.19526321,1,-1.09375,3.10321392
MgSm2Se4,0.31200893,-292.2262636,-286.3782179,-286.1321638,11.87428962,11.87428962,11.87428962,0.72,0.95,1.98,0.378335323,1.31,1.17,2.55,1.5376,1.9044,2.7,2.93,0.38009432,0.24605416,2,-1.595,2.12652281
CaSm2Se4,0.56442991,-306.6801842,-298.683256,-299.0022993,12.20909196,12.20909196,12.20909196,0.99,0.95,1.98,0.384497892,1,1.17,2.55,2.4025,1.9044,2.97,2.93,0.388729278,-0.31904329,2,-2,2.998464115
AlSm2Se4,0.95514273,-298.5754998,-295.0357629,-294.4142938,11.61046242,11.61046242,11.61046242,0.53,0.95,1.98,0.371688467,1.61,1.17,2.55,0.8836,1.9044,2.51,2.93,0.371967988,0.62146911,3,-3.75,-0.070087687
LiGd2Se4,0.15525178,-285.8464874,-280.8228654,-280.7205973,11.73767268,11.73767268,11.73767268,0.76,0.93,1.98,0.379151221,0.98,1.2,2.55,2.4649,1.8225,2.74,2.91,0.382119827,0.10226816,1,-1.906,3.11762198
NaGd2Se4,0.22131913,-280.0773952,-275.7376465,-275.8141325,12.09415374,12.09415374,12.09415374,1.02,0.93,1.98,0.386249627,0.93,1.2,2.55,2.6244,1.8225,3,2.91,0.390133853,-0.07648606,1,-1.315,3.02474875
KGd2Se4,0.31776118,-277.5878599,-273.4738017,-273.6947503,12.48378317,12.48378317,12.48378317,1.38,0.93,1.98,0.393600578,0.82,1.2,2.55,2.9929,1.8225,3.36,2.91,0.39854196,-0.2209486,1,-1.09375,3.02030821
MgGd2Se4,0.31758955,-292.4504805,-286.6044333,-286.3878513,11.76747555,11.76747555,11.76747555,0.72,0.93,1.98,0.37910843,1.31,1.2,2.55,1.5376,1.8225,2.7,2.91,0.380665235,0.21658198,2,-1.595,2.12552359
CaGd2Se4,0.59525176,-306.465166,-298.4897809,-298.8655294,12.10107988,12.10107988,12.10107988,0.99,0.93,1.98,0.385218173,1,1.2,2.55,2.4025,1.8225,2.97,2.91,0.389313163,-0.3757485,2,-2,2.98769256
AlGd2Se4,0.88333912,-298.1735264,-294.8917749,-294.3651798,11.51570231,11.51570231,11.51570231,0.53,0.93,1.98,0.372777433,1.61,1.2,2.55,0.8836,1.8225,2.51,2.91,0.372526696,0.52659508,3,-3.75,-0.15608282
LiDy2Se4,0.1620258,-285.34337,-280.3302504,-280.2435155,11.63760201,11.63760201,11.63760201,0.76,0.91,1.98,0.37945851,0.98,1.22,2.55,2.4649,1.7689,2.74,2.89,0.382706272,0.08673486,1,-1.906,3.10711961
NaDy2Se4,0.23783121,-279.2566147,-274.9514192,-275.0454505,12.00076124,12.00076124,12.00076124,1.02,0.91,1.98,0.386562824,0.93,1.22,2.55,2.6244,1.7689,3,2.89,0.390732598,-0.09403135,1,-1.315,2.99019549
KDy2Se4,0.3213572,-276.3778311,-272.3372986,-272.5776689,12.39346399,12.39346399,12.39346399,1.38,0.91,1.98,0.393992656,0.82,1.22,2.55,2.9929,1.7689,3.36,2.89,0.399153608,-0.24037025,1,-1.09375,2.9467825
MgDy2Se4,0.32705312,-291.8319614,-285.9869713,-285.7919043,11.68438739,11.68438739,11.68438739,0.72,0.91,1.98,0.379648981,1.31,1.22,2.55,1.5376,1.7689,2.7,2.89,0.381249447,0.19506701,2,-1.595,2.124995015
CaDy2Se4,0.6175215,-305.4665055,-297.52791,-297.9306353,12.02494932,12.02494932,12.02494932,0.99,0.91,1.98,0.385753781,1,1.22,2.55,2.4025,1.7689,2.97,2.89,0.389910648,-0.40272523,2,-2,2.969297755
AlDy2Se4,0.81450923,-296.9717836,-293.9333132,-293.4904712,11.44431562,11.44431562,11.44431562,0.53,0.91,1.98,0.37368659,1.61,1.22,2.55,0.8836,1.7689,2.51,2.89,0.373098419,0.44284202,3,-3.75,-0.237176533
LiHo2Se4,0.16575866,-284.9916016,-279.9841211,-279.9047647,11.59198399,11.59198399,11.59198399,0.76,0.9,1.98,0.379602526,0.98,1.23,2.55,2.4649,1.7424,2.74,2.88,0.38300469,0.07935637,1,-1.906,3.1014805
NaHo2Se4,0.25152244,-278.7576862,-274.4749321,-274.5821604,11.94925225,11.94925225,11.94925225,1.02,0.9,1.98,0.386732037,0.93,1.23,2.55,2.6244,1.7424,3,2.88,0.391037275,-0.10722834,1,-1.315,2.96775407
KHo2Se4,0.3214654,-275.695724,-271.6887808,-271.9390361,12.35360211,12.35360211,12.35360211,1.38,0.9,1.98,0.394149516,0.82,1.23,2.55,2.9929,1.7424,3.36,2.88,0.399464852,-0.25025526,1,-1.09375,2.91319315
MgHo2Se4,0.32883017,-291.4213531,-285.5779214,-285.3913952,11.64851593,11.64851593,11.64851593,0.72,0.9,1.98,0.379916623,1.31,1.23,2.55,1.5376,1.7424,2.7,2.88,0.38154673,0.18652616,2,-1.595,2.12421583
CaHo2Se4,0.62245606,-304.878432,-296.9614021,-297.3760991,11.98767981,11.98767981,11.98767981,0.99,0.9,1.98,0.385967173,1,1.23,2.55,2.4025,1.7424,2.97,2.88,0.390214684,-0.41469697,2,-2,2.95851494
AlHo2Se4,0.792434,-296.2957582,-293.3726197,-292.9618355,11.41378291,11.41378291,11.41378291,0.53,0.9,1.98,0.374250137,1.61,1.23,2.55,0.8836,1.7424,2.51,2.88,0.373389346,0.41078424,3,-3.75,-0.275620513
LiEr2Se4,0.1683344,-284.6747532,-279.6730303,-279.5990322,11.55156393,11.55156393,11.55156393,0.76,0.89,1.98,0.379672871,0.98,1.24,2.55,2.4649,1.7161,2.74,2.87,0.38330668,0.07399808,1,-1.906,3.09572296
NaEr2Se4,0.2544887,-278.3070112,-274.0326761,-274.1424082,11.91838142,11.91838142,11.91838142,1.02,0.89,1.98,0.38690504,0.93,1.24,2.55,2.6244,1.7161,3,2.87,0.391345598,-0.10973217,1,-1.315,2.95933518
KEr2Se4,0.32865989,-275.0739351,-271.0985941,-271.3561153,12.3168188,12.3168188,12.3168188,1.38,0.89,1.98,0.394271008,0.82,1.24,2.55,2.9929,1.7161,3.36,2.87,0.39977982,-0.25752121,1,-1.09375,2.88159106
MgEr2Se4,0.33534311,-291.0518209,-285.208841,-285.0310512,11.6138271,11.6138271,11.6138271,0.72,0.89,1.98,0.380139553,1.31,1.24,2.55,1.5376,1.7161,2.7,2.87,0.38184757,0.17778976,2,-1.595,2.123989965
CaEr2Se4,0.63569438,-304.3440891,-296.4480663,-296.8737508,11.95217503,11.95217503,11.95217503,0.99,0.89,1.98,0.386202739,1,1.24,2.55,2.4025,1.7161,2.97,2.87,0.390522359,-0.4256845,2,-2,2.94801137
AlEr2Se4,0.76099231,-295.6558901,-292.8515628,-292.4716229,11.3842793,11.3842793,11.3842793,0.53,0.89,1.98,0.374631647,1.61,1.24,2.55,0.8836,1.7161,2.51,2.87,0.373683754,0.37993998,3,-3.75,-0.31522424
LiTm2Se4,0.17017142,-284.2345205,-279.2397192,-279.1697678,11.51636725,11.51636725,11.51636725,0.76,0.88,1.98,0.379794102,0.98,1.25,2.55,2.4649,1.69,2.74,2.86,0.383612324,0.06995142,1,-1.906,3.08880128
NaTm2Se4,0.26488896,-277.734585,-273.4798617,-273.5981052,11.87780381,11.87780381,11.87780381,1.02,0.88,1.98,0.387047364,0.93,1.25,2.55,2.6244,1.69,3,2.86,0.391657653,-0.11824354,1,-1.315,2.93972333
KTm2Se4,0.32573367,-274.3332039,-270.3867374,-270.6524706,12.28235666,12.28235666,12.28235666,1.38,0.88,1.98,0.394482899,0.82,1.25,2.55,2.9929,1.69,3.36,2.86,0.4000986,-0.2657332,1,-1.09375,2.85271655
MgTm2Se4,0.33583062,-290.5534285,-284.7126405,-284.5418936,11.58283233,11.58283233,11.58283233,0.72,0.88,1.98,0.380401566,1.31,1.25,2.55,1.5376,1.69,2.7,2.86,0.382152051,0.17074692,2,-1.595,2.122893985
CaTm2Se4,0.64094957,-303.6842348,-295.8093349,-296.2455147,11.91976779,11.91976779,11.91976779,0.99,0.88,1.98,0.38639873,1,1.25,2.55,2.4025,1.69,2.97,2.86,0.390833757,-0.43617983,2,-2,2.93744994
AlTm2Se4,0.73702013,-294.9070704,-292.2178073,-291.8686775,11.35653963,11.35653963,11.35653963,0.53,0.88,1.98,0.375036357,1.61,1.25,2.55,0.8836,1.69,2.51,2.86,0.373981725,0.34912983,3,-3.75,-0.353578973
LiLu2Se4,0.17630457,-283.3969734,-278.4157178,-278.3538865,11.44459461,11.44459461,11.44459461,0.76,0.85,1.98,0.380142854,0.98,1,2.55,2.4649,2.4025,2.74,2.83,0.384552065,0.06183125,1,-1.906,3.07525564
NaLu2Se4,0.27878599,-276.6389636,-272.4182415,-272.5486346,11.80577398,11.80577398,11.80577398,1.02,0.85,1.98,0.387305257,0.93,1,2.55,2.6244,2.4025,3,2.83,0.392617102,-0.13039316,1,-1.315,2.90572208
KLu2Se4,0.33746867,-272.9125884,-269.0310519,-269.3154549,12.20754946,12.20754946,12.20754946,1.38,0.85,1.98,0.394806514,0.82,1,2.55,2.9929,2.4025,3.36,2.83,0.401078727,-0.28440293,1,-1.09375,2.78778646
MgLu2Se4,0.34253768,-289.6103014,-283.7758141,-283.6165787,11.51942571,11.51942571,11.51942571,0.72,0.85,1.98,0.380944382,1.31,1,2.55,1.5376,2.4025,2.7,2.83,0.383088215,0.1592354,2,-1.595,2.11974368
CaLu2Se4,0.66655826,-302.4198232,-294.5880927,-295.0426649,11.85754734,11.85754734,11.85754734,0.99,0.85,1.98,0.386842152,1,1,2.55,2.4025,2.4025,2.97,2.83,0.391791188,-0.45457211,2,-2,2.91586525
AlLu2Se4,0.66868121,-293.4668359,-290.9926623,-290.7282626,11.33753808,11.33753808,11.33753808,0.53,0.85,1.98,0.376708009,1.61,1,2.55,0.8836,2.4025,2.51,2.83,0.374897874,0.26439969,3,-3.75,-0.42527545
