materials,property,E,E_tet,E_oct,A,B,C,Cation,Metal,Anion,U,ELN_A,ELN_B,ELN_X,DELNAX,DELNBX,R_AX,R_BX,U_emp,E_site,oxidation_state,E_metal,OCV
KRu2S4,0.88696911,-303.1455477,-301.1701109,-302.05708,10.74523105,10.74523105,10.74523105,1.38,0.56,1.84,0.404191866,0.82,2.2,2.58,3.0976,0.1444,3.22,2.4,0.41306049,-0.88696911,1,-1.09375,0.88168679
MgRu2S4,1.43173244,-320.5753655,-317.4873847,-316.5070046,10.14663057,10.14663057,10.14663057,0.72,0.56,1.84,0.389749361,1.31,2.2,2.58,1.6129,0.1444,2.56,2.4,0.394532532,0.9803801,2,-1.595,0.74649036
CaRu2S4,1.11946183,-328.5351533,-324.3563927,-325.3288636,10.49799009,10.49799009,10.49799009,0.99,0.56,1.84,0.396463766,1,2.2,2.58,2.4964,0.1444,2.83,2.4,0.403495496,-0.9724709,2,-2,1.08938031
AlRu2S4,0.87509265,-336.5791451,-330.9771241,-330.3340985,9.951572518,9.951572518,9.951572518,0.53,0.56,1.84,0.386012494,1.61,2.2,2.58,0.9409,0.1444,2.37,2.4,0.386097514,0.64302557,3,-3.75,0.617340347
LiRh2S4,0.36530866,-297.8243713,-293.2065499,-292.8523766,10.02578165,10.02578165,10.02578165,0.76,0.55,1.84,0.388371786,0.98,2.28,2.58,2.56,0.09,2.6,2.39,0.39654381,0.35417331,1,-1.906,2.7118214
NaRh2S4,0.28084017,-288.082097,-284.4971436,-284.659687,10.38534396,10.38534396,10.38534396,1.02,0.55,1.84,0.396669679,0.93,2.28,2.58,2.7225,0.09,2.86,2.39,0.404860345,-0.16254337,1,-1.315,2.26995339
KRh2S4,0.70888705,-280.6615236,-277.6526555,-278.2531945,10.73676619,10.73676619,10.73676619,1.38,0.55,1.84,0.403166834,0.82,2.28,2.58,3.0976,0.09,3.22,2.39,0.413585834,-0.60053898,1,-1.09375,1.9151181
MgRh2S4,0.5476825,-300.4771965,-295.57852,-295.1748059,10.16533481,10.16533481,10.16533481,0.72,0.55,1.84,0.391253582,1.31,2.28,2.58,1.6129,0.09,2.56,2.39,0.395034311,0.40371403,2,-1.595,1.65183828
CaRh2S4,0.77491347,-309.7156715,-303.3290224,-303.9621797,10.47172879,10.47172879,10.47172879,0.99,0.55,1.84,0.397029213,1,2.28,2.58,2.4964,0.09,2.83,2.39,0.404008675,-0.63315732,2,-2,2.193324575
AlRh2S4,0.58242874,-310.869664,-306.4967934,-306.2912349,9.956444799,9.956444799,9.956444799,0.53,0.55,1.84,0.385070473,1.61,2.28,2.58,0.9409,0.09,2.37,2.39,0.386588565,0.20555854,3,-3.75,0.207623547
LiPd2S4,0.31668163,-254.5821745,-250.7143808,-250.4382052,10.17988471,10.17988471,10.17988471,0.76,0.63,1.84,0.387897071,0.98,2.2,2.58,2.56,0.1444,2.6,2.47,0.392763279,0.27617563,1,-1.906,1.96179363
NaPd2S4,0.29957453,-245.6120637,-242.7029613,-242.8216213,10.52831228,10.52831228,10.52831228,1.02,0.63,1.84,0.39500634,0.93,2.2,2.58,2.7225,0.1444,2.86,2.47,0.401000526,-0.11865997,1,-1.315,1.59410237
KPd2S4,0.51659797,-238.7052066,-236.3114796,-236.8262085,10.91873631,10.91873631,10.91873631,1.38,0.63,1.84,0.401879885,0.82,2.2,2.58,3.0976,0.1444,3.22,2.47,0.409642829,-0.51472891,1,-1.09375,1.29997696
MgPd2S4,0.62706698,-252.022327,-248.3032598,-248.527592,10.34586941,10.34586941,10.34586941,0.72,0.63,1.84,0.388808997,1.31,2.2,2.58,1.6129,0.1444,2.56,2.47,0.391268171,-0.22433222,2,-1.595,1.06203359
CaPd2S4,0.72688131,-261.4183782,-256.3595407,-256.9860057,10.67663541,10.67663541,10.67663541,0.99,0.63,1.84,0.395408226,1,2.2,2.58,2.4964,0.1444,2.83,2.47,0.400156976,-0.62646497,2,-2,1.52941873
AlPd2S4,1.04714793,-266.9489127,-261.6256235,-261.9521751,10.16716576,10.16716576,10.16716576,0.53,0.63,1.84,0.381933028,1.61,2.2,2.58,0.9409,0.1444,2.37,2.47,0.382902944,-0.32655153,3,-3.75,0.52442973
LiAg2S4,0.49990125,-187.08832,-182.6318508,-183.1147374,10.4650671,10.4650671,10.4650671,0.76,0.68,1.84,0.383612906,0.98,1.93,2.58,2.56,0.4225,2.6,2.52,0.390653015,-0.4828866,1,-1.906,2.55046918
NaAg2S4,0.2821459,-178.888858,-175.5088202,-175.7909661,10.90112191,10.90112191,10.90112191,1.02,0.68,1.84,0.393009985,0.93,1.93,2.58,2.7225,0.4225,2.86,2.52,0.398846004,-0.2821459,1,-1.315,2.06503772
KAg2S4,4.94373404,-175.1936323,-179.2604904,-183.5394407,11.35526109,11.35526109,11.35526109,1.38,0.68,1.84,0.400689073,0.82,1.93,2.58,3.0976,0.4225,3.22,2.52,0.407441874,-4.27895026,1,-1.09375,-5.16060817
MgAg2S4,0.46460433,-192.4867931,-187.0915113,-187.5561157,10.62994359,10.62994359,10.62994359,0.72,0.68,1.84,0.384431526,1.31,1.93,2.58,1.6129,0.4225,2.56,2.52,0.38916594,-0.46460433,2,-1.595,1.9001409
CaAg2S4,1.35257136,-202.4167611,-195.7485768,-196.79865,11.00890274,11.00890274,11.00890274,0.99,0.68,1.84,0.392253303,1,1.93,2.58,2.4964,0.4225,2.83,2.52,0.398006987,-1.05007316,2,-2,2.33409216
AlAg2S4,0.96264132,-214.2869705,-206.2587505,-206.6882503,10.45760439,10.45760439,10.45760439,0.53,0.68,1.84,0.377014972,1.61,1.93,2.58,0.9409,0.4225,2.37,2.52,0.380845659,-0.42949983,3,-3.75,1.426073357
LiCd2S4,3.41999109,-169.2282255,-167.1131209,-170.533112,10.8009291,10.8009291,10.8009291,0.76,0.97,1.84,0.379772309,0.98,1.69,2.58,2.56,0.7921,2.6,2.81,0.380986407,-3.41999109,1,-1.906,0.20910461
NaCd2S4,0.25310293,-161.8223439,-157.5521453,-157.7212565,11.28525074,11.28525074,11.28525074,1.02,0.97,1.84,0.389604754,0.93,1.69,2.58,2.7225,0.7921,2.86,2.81,0.388976663,-0.16911117,1,-1.315,2.95519861
KCd2S4,0.34806809,-158.9461784,-155.0950267,-155.4287574,11.74086721,11.74086721,11.74086721,1.38,0.97,1.84,0.397782387,0.82,1.69,2.58,3.0976,0.7921,3.22,2.81,0.39735983,-0.33373069,1,-1.09375,2.75740172
MgCd2S4,0.42255995,-179.2758549,-172.4997792,-172.545795,10.91115764,10.91115764,10.91115764,0.72,0.97,1.84,0.380730484,1.31,1.69,2.58,1.6129,0.7921,2.56,2.81,0.37953613,-0.04601581,2,-1.595,2.590537865
CaCd2S4,0.5797341,-189.5872318,-181.8062595,-182.3082549,11.32629293,11.32629293,11.32629293,0.99,0.97,1.84,0.387968752,1,1.69,2.58,2.4964,0.7921,2.83,2.81,0.388158407,-0.50199534,2,-2,2.890486155
AlCd2S4,0.62500304,-203.354123,-193.8093571,-193.7847801,10.69771181,10.69771181,10.69771181,0.53,0.97,1.84,0.374154605,1.61,1.69,2.58,0.9409,0.7921,2.37,2.81,0.371421731,0.02457694,3,-3.75,1.93158864
LiLa2S4,0.19919297,-315.2238979,-309.6922879,-309.4930949,11.79584997,11.79584997,11.79584997,0.76,1.03,1.84,0.380693341,0.98,1.1,2.58,2.56,2.1904,2.6,2.87,0.379376846,0.19919297,1,-1.906,3.62560997
NaLa2S4,0.13132058,-311.5942198,-306.6265745,-306.550157,12.09002108,12.09002108,12.09002108,1.02,1.03,1.84,0.38702112,0.93,1.1,2.58,2.7225,2.1904,2.86,2.87,0.387333345,0.07641747,1,-1.315,3.6526453
KLa2S4,0.16344048,-311.3809775,-306.6046301,-306.5971127,12.44036559,12.44036559,12.44036559,1.38,1.03,1.84,0.394088239,0.82,1.1,2.58,3.0976,2.1904,3.22,2.87,0.395681095,0.00751746,1,-1.09375,3.68259735
MgLa2S4,0.47718983,-326.7329459,-319.8204962,-319.3433064,11.66107895,11.66107895,11.66107895,0.72,1.03,1.84,0.376900604,1.31,1.1,2.58,1.6129,2.1904,2.56,2.87,0.377932695,0.47718983,2,-1.595,2.658724825
CaLa2S4,0.37460845,-343.1454747,-334.0792859,-334.1127405,11.98250623,11.98250623,11.98250623,0.99,1.03,1.84,0.383612493,1,1.1,2.58,2.4964,2.1904,2.83,2.87,0.386518546,-0.03345455,2,-2,3.53309437
AlLa2S4,1.20399795,-335.3181603,-330.609237,-329.4334682,11.34464005,11.34464005,11.34464005,0.53,1.03,1.84,0.367370599,1.61,1.1,2.58,0.9409,2.1904,2.37,2.87,0.369852578,1.17576879,3,-3.75,0.319641083
LiHf2S4,0.19380063,-393.1199838,-390.0049405,-389.9241208,10.53750463,10.53750463,10.53750463,0.76,0.71,1.84,0.381500821,0.98,1.3,2.58,2.56,1.6384,2.6,2.55,0.389465144,0.08081971,1,-1.906,1.20904332
NaHf2S4,0.37660736,-383.780293,-381.7456342,-381.9452891,10.85958958,10.85958958,10.85958958,1.02,0.71,1.84,0.388078881,0.93,1.3,2.58,2.7225,1.6384,2.86,2.55,0.39763322,-0.19965496,1,-1.315,0.7196588
KHf2S4,0.44264126,-376.1122461,-374.6383413,-375.0452949,11.22860616,11.22860616,11.22860616,1.38,0.71,1.84,0.394998999,0.82,1.3,2.58,3.0976,1.6384,3.22,2.55,0.406202952,-0.40695353,1,-1.09375,0.38015474
MgHf2S4,0.4155431,-383.3841729,-381.6670366,-381.6385391,10.60321596,10.60321596,10.60321596,0.72,0.71,1.84,0.381480764,1.31,1.3,2.58,1.6129,1.6384,2.56,2.55,0.387982591,0.0284975,2,-1.595,0.06106812
CaHf2S4,0.92952993,-392.0538091,-389.7993614,-390.5824789,10.94944032,10.94944032,10.94944032,0.99,0.71,1.84,0.388354354,1,1.3,2.58,2.4964,1.6384,2.83,2.55,0.396796754,-0.78311746,2,-2,0.127223835
AlHf2S4,1.16688261,-390.6556666,-388.5704853,-387.4036027,10.37640067,10.37640067,10.37640067,0.53,0.71,1.84,0.376184642,1.61,1.3,2.58,0.9409,1.6384,2.37,2.55,0.379687609,1.16688261,3,-3.75,-0.554939567
LiTa2S4,0.56441913,-392.6405893,-391.9864805,-391.7422709,10.16565448,10.16565448,10.16565448,0.76,0.64,1.84,0.378909104,0.98,1.5,2.58,2.56,1.1664,2.6,2.48,0.392327205,0.24420955,1,-1.906,-1.25189113
NaTa2S4,0.62218183,-378.8753876,-381.0796589,-381.7018408,10.56137091,10.56137091,10.56137091,1.02,0.64,1.84,0.386988732,0.93,1.5,2.58,2.7225,1.1664,2.86,2.48,0.400555306,-0.62218183,1,-1.315,-3.5192713
KTa2S4,0.9605586,-368.3195311,-371.6057968,-372.5663554,11.00800675,11.00800675,11.00800675,1.38,0.64,1.84,0.396199241,0.82,1.5,2.58,3.0976,1.1664,3.22,2.48,0.409188014,-0.9605586,1,-1.09375,-4.38001567
MgTa2S4,1.59999675,-383.0131116,-386.6751972,-385.0752004,10.35439731,10.35439731,10.35439731,0.72,0.64,1.84,0.382172071,1.31,1.5,2.58,1.6129,1.1664,2.56,2.48,0.390833757,1.59999675,2,-1.595,-2.62854279
CaTa2S4,1.15957314,-387.8515857,-391.2980019,-392.3301997,10.73400839,10.73400839,10.73400839,0.99,0.64,1.84,0.389174216,1,1.5,2.58,2.4964,1.1664,2.83,2.48,0.399712693,-1.03219778,2,-2,-2.72320813
AlTa2S4,2.92275226,-393.4331742,-394.8242584,-392.1943798,10.16219998,10.16219998,10.16219998,0.53,0.64,1.84,0.378039735,1.61,1.5,2.58,0.9409,1.1664,2.37,2.48,0.382477818,2.62987864,3,-3.75,-1.713694737
LiW2S4,2.77436612,-381.8467257,-389.7297266,-386.9553605,9.97506233,9.97506233,9.97506233,0.76,0.56,1.84,0.37908701,0.98,1.7,2.58,2.56,0.7744,2.6,2.4,0.396040113,2.77436612,1,-1.906,-9.78900085
NaW2S4,0.86611534,-367.1408763,-374.5769584,-373.7108431,10.47253833,10.47253833,10.47253833,1.02,0.56,1.84,0.389473046,0.93,1.7,2.58,2.7225,0.7744,2.86,2.4,0.404346084,0.86611534,1,-1.315,-8.75108219
KW2S4,2.96497067,-359.3609669,-364.9064618,-361.9414911,11.02261157,11.02261157,11.02261157,1.38,0.56,1.84,0.398938178,0.82,1.7,2.58,3.0976,0.7744,3.22,2.4,0.41306049,2.96497067,1,-1.09375,-6.63924485
MgW2S4,4.15988461,-372.748301,-379.9884305,-376.5627748,10.2224388,10.2224388,10.2224388,0.72,0.56,1.84,0.383733407,1.31,1.7,2.58,1.6129,0.7744,2.56,2.4,0.394532532,3.42565572,2,-1.595,-4.41756475
CaW2S4,0.85530202,-380.2664696,-383.7228418,-382.8675398,10.76500325,10.76500325,10.76500325,0.99,0.56,1.84,0.393332483,1,1.7,2.58,2.4964,0.7744,2.83,2.4,0.403495496,0.85530202,2,-2,-2.728186145
AlW2S4,6.63473785,-385.4175892,-391.4443156,-386.3733312,10.03004879,10.03004879,10.03004879,0.53,0.56,1.84,0.379713702,1.61,1.7,2.58,0.9409,0.7744,2.37,2.4,0.386097514,5.07098441,3,-3.75,-3.258908783
LiRe2S4,6.33802863,-363.6723754,-372.0314069,-365.6933783,10.07044383,10.07044383,10.07044383,0.76,0.53,1.84,0.383668259,0.98,1.9,2.58,2.56,0.4624,2.6,2.37,0.397581291,6.33802863,1,-1.906,-10.26503152
NaRe2S4,0.40175493,-353.0618697,-350.2907836,-350.4943644,10.54031836,10.54031836,10.54031836,1.02,0.53,1.84,0.392749523,0.93,1.9,2.58,2.7225,0.4624,2.86,2.37,0.405919584,-0.20358081,1,-1.315,1.45608607
KRe2S4,0.61202518,-345.1088266,-342.7603971,-343.3724223,10.89431352,10.89431352,10.89431352,1.38,0.53,1.84,0.399918156,0.82,1.9,2.58,3.0976,0.4624,3.22,2.37,0.414667902,-0.61202518,1,-1.09375,1.25467943
MgRe2S4,6.03199039,-358.7778504,-365.1170934,-359.085103,10.28273869,10.28273869,10.28273869,0.72,0.53,1.84,0.387283664,1.31,1.9,2.58,1.6129,0.4624,2.56,2.37,0.396067843,6.03199039,2,-1.595,-3.96712147
CaRe2S4,0.97135299,-366.7040686,-362.312844,-363.284197,10.61935051,10.61935051,10.61935051,0.99,0.53,1.84,0.394375498,1,1.9,2.58,2.4964,0.4624,2.83,2.37,0.405065686,-0.97135299,2,-2,1.1956123
AlRe2S4,6.2140569,-370.4411826,-373.5146036,-367.3005467,10.06064016,10.06064016,10.06064016,0.53,0.53,1.84,0.383573472,1.61,1.9,2.58,0.9409,0.4624,2.37,2.37,0.3876,6.2140569,3,-3.75,-2.274473657
LiOs2S4,2.42613027,-343.5328378,-343.3962747,-341.4460554,10.0479966,10.0479966,10.0479966,0.76,0.54,1.84,0.387259581,0.98,2.2,2.58,2.56,0.1444,2.6,2.38,0.397057408,1.95021928,1,-1.906,-1.76943682
NaOs2S4,1.47411311,-333.3966167,-333.390768,-332.0614719,10.39727269,10.39727269,10.39727269,1.02,0.54,1.84,0.395402673,0.93,2.2,2.58,2.7225,0.1444,2.86,2.38,0.405384714,1.32929615,1,-1.315,-1.30915135
KOs2S4,1.27489407,-326.0985176,-324.7002064,-325.9751005,10.74626881,10.74626881,10.74626881,1.38,0.54,1.84,0.403374917,0.82,2.2,2.58,3.0976,0.1444,3.22,2.38,0.414121505,-1.27489407,1,-1.09375,0.30456115
MgOs2S4,1.26411788,-341.9127638,-339.4606692,-338.3843694,10.19345973,10.19345973,10.19345973,0.72,0.54,1.84,0.390454018,1.31,2.2,2.58,1.6129,0.1444,2.56,2.38,0.395545954,1.07629975,2,-1.595,0.428547285
CaOs2S4,1.28423533,-350.2791941,-347.0579226,-347.3077138,10.49518361,10.49518361,10.49518361,0.99,0.54,1.84,0.39618181,1,2.2,2.58,2.4964,0.1444,2.83,2.38,0.404531942,-0.24979118,2,-2,0.61063572
AlOs2S4,0.81479702,-355.0069962,-350.3793021,-349.6356431,10.02155629,10.02155629,10.02155629,0.53,0.54,1.84,0.38736432,1.61,2.2,2.58,0.9409,0.1444,2.37,2.38,0.387089269,0.74365906,3,-3.75,0.292564693
LiIr2S4,0.40531743,-320.4487065,-315.9519987,-315.5466812,10.10020783,10.10020783,10.10020783,0.76,0.56,1.84,0.389342872,0.98,2.2,2.58,2.56,0.1444,2.6,2.4,0.396040113,0.40531743,1,-1.906,2.59070786
NaIr2S4,0.27318538,-310.8803912,-307.4489251,-307.5594516,10.39396079,10.39396079,10.39396079,1.02,0.56,1.84,0.395672487,0.93,2.2,2.58,2.7225,0.1444,2.86,2.4,0.404346084,-0.11052653,1,-1.315,2.11646612
KIr2S4,0.72103373,-303.0803421,-300.1844716,-300.8230149,10.73772419,10.73772419,10.73772419,1.38,0.56,1.84,0.40272764,0.82,2.2,2.58,3.0976,0.1444,3.22,2.4,0.41306049,-0.63854333,1,-1.09375,1.80212057
MgIr2S4,0.53211629,-321.2657776,-316.7609813,-316.2984631,10.21545609,10.21545609,10.21545609,0.72,0.56,1.84,0.392074809,1.31,2.2,2.58,1.6129,0.1444,2.56,2.4,0.394532532,0.46251813,2,-1.595,1.45489817
CaIr2S4,0.76804344,-330.9457689,-324.869501,-325.4742257,10.49875537,10.49875537,10.49875537,0.99,0.56,1.84,0.397486642,1,2.2,2.58,2.4964,0.1444,2.83,2.4,0.403495496,-0.60472471,2,-2,2.038133935
AlIr2S4,0.49253955,-327.6036208,-324.3108228,-324.1046395,10.0104918,10.0104918,10.0104918,0.53,0.56,1.84,0.386465605,1.61,2.2,2.58,0.9409,0.1444,2.37,2.4,0.386097514,0.20618336,3,-3.75,-0.152400687
LiPt2S4,0.40144407,-274.1458151,-270.7746897,-270.4200282,10.20367056,10.20367056,10.20367056,0.76,0.56,1.84,0.388599078,0.98,2.2,2.58,2.56,0.1444,2.6,2.4,0.396040113,0.3546615,1,-1.906,1.46512543
NaPt2S4,0.27386083,-265.201317,-262.7744837,-262.8416727,10.5184588,10.5184588,10.5184588,1.02,0.56,1.84,0.394968074,0.93,2.2,2.58,2.7225,0.1444,2.86,2.4,0.404346084,-0.06718891,1,-1.315,1.11183323
KPt2S4,0.55430686,-257.5481595,-255.7087132,-256.2620628,10.88118482,10.88118482,10.88118482,1.38,0.56,1.84,0.401381974,0.82,2.2,2.58,3.0976,0.1444,3.22,2.4,0.41306049,-0.55334955,1,-1.09375,0.74569624
MgPt2S4,0.61120875,-267.3154496,-264.6540949,-264.8916659,10.35114647,10.35114647,10.35114647,0.72,0.56,1.84,0.389608436,1.31,2.2,2.58,1.6129,0.1444,2.56,2.4,0.394532532,-0.23757107,2,-1.595,0.53317735
CaPt2S4,0.77784534,-277.0099062,-273.0406345,-273.615205,10.65005088,10.65005088,10.65005088,0.99,0.56,1.84,0.395639085,1,2.2,2.58,2.4964,0.1444,2.83,2.4,0.403495496,-0.57457054,2,-2,0.984635845
AlPt2S4,1.08085408,-276.8983052,-273.476635,-273.9164249,10.19929892,10.19929892,10.19929892,0.53,0.56,1.84,0.383814825,1.61,2.2,2.58,0.9409,0.1444,2.37,2.4,0.386097514,-0.43978991,3,-3.75,-0.109443287
LiAu2S4,1.05729428,-200.1544551,-196.2905567,-197.347851,10.50812505,10.50812505,10.50812505,0.76,0.68,1.84,0.385579313,0.98,2.4,2.58,2.56,0.0324,2.6,2.52,0.390653015,-1.05729428,1,-1.906,1.95789842
NaAu2S4,1.71255344,-192.3904698,-189.0291554,-190.7137245,10.88504065,10.88504065,10.88504065,1.02,0.68,1.84,0.393549912,0.93,2.4,2.58,2.7225,0.0324,2.86,2.52,0.398846004,-1.68456916,1,-1.315,2.04631443
KAu2S4,2.56371946,-187.4850467,-190.8598629,-193.0029859,11.27972332,11.27972332,11.27972332,1.38,0.68,1.84,0.400296338,0.82,2.4,2.58,3.0976,0.0324,3.22,2.52,0.407441874,-2.14312301,1,-1.09375,-4.46856615
MgAu2S4,1.14618949,-201.5436156,-197.2090815,-198.1618414,10.64606076,10.64606076,10.64606076,0.72,0.68,1.84,0.386023373,1.31,2.4,2.58,1.6129,0.0324,2.56,2.52,0.38916594,-0.95275992,2,-1.595,1.36976706
CaAu2S4,2.32982816,-212.2270969,-206.2942246,-208.3795954,11.00479963,11.00479963,11.00479963,0.99,0.68,1.84,0.393402552,1,2.4,2.58,2.4964,0.0324,2.83,2.52,0.398006987,-2.08537085,2,-2,1.96643617
AlAu2S4,1.16728825,-218.4453184,-212.2315845,-212.9183366,10.47446235,10.47446235,10.47446235,0.53,0.68,1.84,0.378587055,1.61,2.4,2.58,0.9409,0.0324,2.37,2.52,0.380845659,-0.6867521,3,-3.75,0.821244633
LiHg2S4,6.47353062,-146.219124,-141.1762352,-147.4700915,10.88679497,10.88679497,10.88679497,0.76,1.2,1.84,0.380605731,0.98,1.9,2.58,2.56,0.4624,2.6,3.04,0.375310672,-6.29385635,1,-1.906,3.13688881
NaHg2S4,0.386619,-138.3899342,-134.3521971,-134.5347719,11.28901184,11.28901184,11.28901184,1.02,1.2,1.84,0.389193829,0.93,1.9,2.58,2.7225,0.4624,2.86,3.04,0.383181894,-0.18257484,1,-1.315,2.72273714
KHg2S4,11.66618421,-135.1243128,-131.3238882,-142.9900724,11.75786637,11.75786637,11.75786637,1.38,1.2,1.84,0.396769171,0.82,1.9,2.58,3.0976,0.4624,3.22,3.04,0.391440172,-11.66618421,1,-1.09375,2.70667461
MgHg2S4,0.47961223,-153.8362411,-147.6185962,-147.7474416,10.98739449,10.98739449,10.98739449,0.72,1.2,1.84,0.381008839,1.31,1.9,2.58,1.6129,0.4624,2.56,3.04,0.373882,-0.12884539,2,-1.595,2.31132245
CaHg2S4,0.7895966,-164.7658094,-157.1293439,-157.745193,11.35894482,11.35894482,11.35894482,0.99,1.2,1.84,0.388166848,1,1.9,2.58,2.4964,0.4624,2.83,3.04,0.382375828,-0.61584917,2,-2,2.81823276
AlHg2S4,0.60564155,-175.0803712,-166.9141449,-166.8950773,10.79630335,10.79630335,10.79630335,0.53,1.2,1.84,0.37359826,1.61,1.9,2.58,0.9409,0.4624,2.37,3.04,0.365888486,0.01906758,3,-3.75,1.472075423
LiCe2S4,0.24230828,-307.9888479,-302.4744437,-302.2321354,11.7367561,11.7367561,11.7367561,0.76,1.01,1.84,0.379390803,0.98,1.12,2.58,2.56,2.1316,2.6,2.85,0.379901956,0.24230828,1,-1.906,3.60840422
NaCe2S4,0.15169057,-303.9117325,-298.9283722,-298.8470711,12.05038297,12.05038297,12.05038297,1.02,1.01,1.84,0.385968226,0.93,1.12,2.58,2.7225,2.1316,2.86,2.85,0.387869468,0.08130111,1,-1.315,3.66836027
KCe2S4,0.19980207,-303.1675656,-298.407242,-298.4230938,12.4167762,12.4167762,12.4167762,1.38,1.01,1.84,0.393018468,0.82,1.12,2.58,3.0976,2.1316,3.22,2.85,0.396228773,-0.01585181,1,-1.09375,3.66657352
MgCe2S4,0.46795706,-319.0717209,-312.2157297,-311.7477727,11.64088719,11.64088719,11.64088719,0.72,1.01,1.84,0.376626578,1.31,1.12,2.58,1.6129,2.1316,2.56,2.85,0.378455807,0.46795706,2,-1.595,2.630495605
CaCe2S4,0.41277722,-335.0574892,-326.0333446,-326.1143912,11.96774309,11.96774309,11.96774309,0.99,1.01,1.84,0.383147125,1,1.12,2.58,2.4964,2.1316,2.83,2.85,0.387053541,-0.08104656,2,-2,3.512072265
AlCe2S4,1.12872745,-328.5067313,-323.412964,-322.3152134,11.31963189,11.31963189,11.31963189,0.53,1.01,1.84,0.36751536,1.61,1.12,2.58,0.9409,2.1316,2.37,2.85,0.370364505,1.09775055,3,-3.75,0.447922453
LiPr2S4,0.22889101,-309.0412198,-303.5197564,-303.2908654,11.63813367,11.63813367,11.63813367,0.76,0.99,1.84,0.37960249,0.98,1.13,2.58,2.56,2.1025,2.6,2.83,0.380438318,0.22889101,1,-1.906,3.61546337
NaPr2S4,0.15778908,-304.6725177,-299.6676708,-299.6000279,11.95669615,11.95669615,11.95669615,1.02,0.99,1.84,0.386294634,0.93,1.13,2.58,2.7225,2.1025,2.86,2.83,0.388417079,0.06764294,1,-1.315,3.68984685
KPr2S4,0.19727896,-303.5941129,-298.8642889,-298.891412,12.32529524,12.32529524,12.32529524,1.38,0.99,1.84,0.393429051,0.82,1.13,2.58,3.0976,2.1025,3.22,2.83,0.396788186,-0.02712318,1,-1.09375,3.63607407
MgPr2S4,0.42863373,-320.1323794,-313.2325351,-312.8039014,11.55918219,11.55918219,11.55918219,0.72,0.99,1.84,0.377164169,1.31,1.13,2.58,1.6129,2.1025,2.56,2.83,0.378990127,0.42863373,2,-1.595,2.652422135
CaPr2S4,0.41898262,-335.774383,-326.7504671,-326.8689463,11.88494472,11.88494472,11.88494472,0.99,0.99,1.84,0.383657337,1,1.13,2.58,2.4964,2.1025,2.83,2.83,0.3876,-0.1184792,2,-2,3.511957975
AlPr2S4,1.10207278,-329.1276085,-324.2232604,-323.1620539,11.24725306,11.24725306,11.24725306,0.53,0.99,1.84,0.368255999,1.61,1.13,2.58,0.9409,2.1025,2.37,2.83,0.370887402,1.06120657,3,-3.75,0.384782693
LiNd2S4,0.22091748,-309.8291866,-304.2612523,-304.0403348,11.55742689,11.55742689,11.55742689,0.76,0.98,1.84,0.379870766,0.98,1.14,2.58,2.56,2.0736,2.6,2.82,0.380710866,0.22091748,1,-1.906,3.66193429
NaNd2S4,0.16903174,-305.1783155,-300.1399281,-300.0779435,11.87426926,11.87426926,11.87426926,1.02,0.98,1.84,0.38647135,0.93,1.14,2.58,2.7225,2.0736,2.86,2.82,0.388695343,0.06198455,1,-1.315,3.72338744
KNd2S4,0.15518534,-303.7543386,-299.0738101,-299.1145662,12.24244446,12.24244446,12.24244446,1.38,0.98,1.84,0.393647396,0.82,1.14,2.58,3.0976,2.0736,3.22,2.82,0.397072447,-0.04075605,1,-1.09375,3.58677849
MgNd2S4,0.39397292,-320.8731601,-313.9349658,-313.5409929,11.48854036,11.48854036,11.48854036,0.72,0.98,1.84,0.377626544,1.31,1.14,2.58,1.6129,2.0736,2.56,2.82,0.379261637,0.39397292,2,-1.595,2.671597145
CaNd2S4,0.44590548,-336.2046961,-327.1823833,-327.3347765,11.8142982,11.8142982,11.8142982,0.99,0.98,1.84,0.384095527,1,1.14,2.58,2.4964,2.0736,2.83,2.82,0.387877678,-0.15239316,2,-2,3.51115639
AlNd2S4,1.0860501,-329.4574561,-324.7071147,-323.6258122,11.17888966,11.17888966,11.17888966,0.53,0.98,1.84,0.368888354,1.61,1.14,2.58,0.9409,2.0736,2.37,2.82,0.371153107,1.08130252,3,-3.75,0.33344713
LiSm2S4,0.19766984,-310.4833828,-304.9164927,-304.7188228,11.40970085,11.40970085,11.40970085,0.76,0.95,1.84,0.380072294,0.98,1.17,2.58,2.56,1.9881,2.6,2.79,0.38154673,0.19766984,1,-1.906,3.6608901
NaSm2S4,0.17389542,-305.4115545,-300.5281563,-300.5040389,11.73276962,11.73276962,11.73276962,1.02,0.95,1.84,0.386840746,0.93,1.17,2.58,2.7225,1.9881,2.86,2.79,0.389548738,0.02411744,1,-1.315,3.56839823
KSm2S4,0.16436921,-303.4089579,-298.7817256,-298.8386813,12.10675435,12.10675435,12.10675435,1.38,0.95,1.84,0.394173864,0.82,1.17,2.58,3.0976,1.9881,3.22,2.79,0.397944234,-0.05695567,1,-1.09375,3.53348231
MgSm2S4,0.35844306,-321.5068495,-314.5277005,-314.1889309,11.36656963,11.36656963,11.36656963,0.72,0.95,1.84,0.378409518,1.31,1.17,2.58,1.6129,1.9881,2.56,2.79,0.38009432,0.33876959,2,-1.595,2.692074515
